,date,time,aqsid,site,gmtoffset,parameter,units,value,source
9137438,11/16/19,02:00,360810124,Queens,-5.0,PM2.5,UG/M3,5.0,New York Dept. of Environmental Conservation
9137439,11/16/19,02:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,10.7,New York Dept. of Environmental Conservation
9137440,11/16/19,02:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,12.4,New York Dept. of Environmental Conservation
9152067,11/23/19,23:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,8.0,New York Dept. of Environmental Conservation
9152068,11/23/19,23:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,15.0,New York Dept. of Environmental Conservation
9152069,11/23/19,23:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,5.8,New York Dept. of Environmental Conservation
9152070,11/23/19,23:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,4.0,New York Dept. of Environmental Conservation
9152091,11/23/19,23:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,4.2,New York Dept. of Environmental Conservation
9152092,11/23/19,23:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,5.3,New York Dept. of Environmental Conservation
9152096,11/23/19,23:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,5.7,New York Dept. of Environmental Conservation
9152097,11/23/19,23:00,360610134,Division Street,-5.0,PM2.5,UG/M3,7.9,New York Dept. of Environmental Conservation
9152098,11/23/19,23:00,360610135,CCNY,-5.0,OZONE,PPB,4.0,New York Dept. of Environmental Conservation
9152099,11/23/19,23:00,360610135,CCNY,-5.0,PM2.5,UG/M3,6.5,New York Dept. of Environmental Conservation
9152108,11/23/19,23:00,360810124,Queens,-5.0,OZONE,PPB,12.0,New York Dept. of Environmental Conservation
9152109,11/23/19,23:00,360810124,Queens,-5.0,PM2.5,UG/M3,5.2,New York Dept. of Environmental Conservation
9152110,11/23/19,23:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,4.7,New York Dept. of Environmental Conservation
9152111,11/23/19,23:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,5.1,New York Dept. of Environmental Conservation
9166989,11/05/19,20:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,19.0,New York Dept. of Environmental Conservation
9166990,11/05/19,20:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,24.0,New York Dept. of Environmental Conservation
9166991,11/05/19,20:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,9.2,New York Dept. of Environmental Conservation
9166992,11/05/19,20:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,20.0,New York Dept. of Environmental Conservation
9167013,11/05/19,20:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,12.3,New York Dept. of Environmental Conservation
9167014,11/05/19,20:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,8.1,New York Dept. of Environmental Conservation
9167018,11/05/19,20:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,6.9,New York Dept. of Environmental Conservation
9167019,11/05/19,20:00,360610134,Division Street,-5.0,PM2.5,UG/M3,6.6,New York Dept. of Environmental Conservation
9167020,11/05/19,20:00,360610135,CCNY,-5.0,OZONE,PPB,20.0,New York Dept. of Environmental Conservation
9167021,11/05/19,20:00,360610135,CCNY,-5.0,PM2.5,UG/M3,6.2,New York Dept. of Environmental Conservation
9167030,11/05/19,20:00,360810124,Queens,-5.0,OZONE,PPB,21.0,New York Dept. of Environmental Conservation
9167031,11/05/19,20:00,360810124,Queens,-5.0,PM2.5,UG/M3,8.4,New York Dept. of Environmental Conservation
9167032,11/05/19,20:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,8.0,New York Dept. of Environmental Conservation
9167033,11/05/19,20:00,360850111,Fresh Kills,-5.0,OZONE,PPB,22.0,New York Dept. of Environmental Conservation
9167034,11/05/19,20:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,6.9,New York Dept. of Environmental Conservation
9182082,10/09/19,00:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,19.0,New York Dept. of Environmental Conservation
9182083,10/09/19,00:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,11.0,New York Dept. of Environmental Conservation
9182084,10/09/19,00:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,4.4,New York Dept. of Environmental Conservation
9182085,10/09/19,00:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,18.0,New York Dept. of Environmental Conservation
9182106,10/09/19,00:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,1.8,New York Dept. of Environmental Conservation
9182107,10/09/19,00:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,4.6,New York Dept. of Environmental Conservation
9182111,10/09/19,00:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,3.7,New York Dept. of Environmental Conservation
9182112,10/09/19,00:00,360610134,Division Street,-5.0,PM2.5,UG/M3,4.5,New York Dept. of Environmental Conservation
9182113,10/09/19,00:00,360610135,CCNY,-5.0,OZONE,PPB,18.0,New York Dept. of Environmental Conservation
9182114,10/09/19,00:00,360610135,CCNY,-5.0,PM2.5,UG/M3,3.5,New York Dept. of Environmental Conservation
9182123,10/09/19,00:00,360810124,Queens,-5.0,OZONE,PPB,23.0,New York Dept. of Environmental Conservation
9182124,10/09/19,00:00,360810124,Queens,-5.0,PM2.5,UG/M3,3.6,New York Dept. of Environmental Conservation
9182125,10/09/19,00:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,4.7,New York Dept. of Environmental Conservation
9182126,10/09/19,00:00,360850111,Fresh Kills,-5.0,OZONE,PPB,16.0,New York Dept. of Environmental Conservation
9182127,10/09/19,00:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,2.6,New York Dept. of Environmental Conservation
9197249,12/04/19,08:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,14.0,New York Dept. of Environmental Conservation
9197250,12/04/19,08:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,12.0,New York Dept. of Environmental Conservation
9197251,12/04/19,08:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,5.5,New York Dept. of Environmental Conservation
9197252,12/04/19,08:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,13.0,New York Dept. of Environmental Conservation
9197273,12/04/19,08:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,6.4,New York Dept. of Environmental Conservation
9197274,12/04/19,08:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,4.8,New York Dept. of Environmental Conservation
9197278,12/04/19,08:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,7.0,New York Dept. of Environmental Conservation
9197279,12/04/19,08:00,360610134,Division Street,-5.0,PM2.5,UG/M3,4.0,New York Dept. of Environmental Conservation
9197280,12/04/19,08:00,360610135,CCNY,-5.0,OZONE,PPB,10.0,New York Dept. of Environmental Conservation
9197281,12/04/19,08:00,360610135,CCNY,-5.0,PM2.5,UG/M3,6.5,New York Dept. of Environmental Conservation
9197289,12/04/19,08:00,360810124,Queens,-5.0,OZONE,PPB,14.0,New York Dept. of Environmental Conservation
9197290,12/04/19,08:00,360810124,Queens,-5.0,PM2.5,UG/M3,6.9,New York Dept. of Environmental Conservation
9197291,12/04/19,08:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,6.7,New York Dept. of Environmental Conservation
9197292,12/04/19,08:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,7.4,New York Dept. of Environmental Conservation
9212120,10/09/19,14:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,10.0,New York Dept. of Environmental Conservation
9212121,10/09/19,14:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,4.3,New York Dept. of Environmental Conservation
9212122,10/09/19,14:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,20.0,New York Dept. of Environmental Conservation
9212142,10/09/19,14:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,3.1,New York Dept. of Environmental Conservation
9212143,10/09/19,14:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,3.4,New York Dept. of Environmental Conservation
9212147,10/09/19,14:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,6.6,New York Dept. of Environmental Conservation
9212148,10/09/19,14:00,360610134,Division Street,-5.0,PM2.5,UG/M3,4.0,New York Dept. of Environmental Conservation
9212149,10/09/19,14:00,360610135,CCNY,-5.0,OZONE,PPB,17.0,New York Dept. of Environmental Conservation
9212150,10/09/19,14:00,360610135,CCNY,-5.0,PM2.5,UG/M3,4.3,New York Dept. of Environmental Conservation
9212158,10/09/19,14:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,5.8,New York Dept. of Environmental Conservation
9212159,10/09/19,14:00,360850111,Fresh Kills,-5.0,OZONE,PPB,18.0,New York Dept. of Environmental Conservation
9212160,10/09/19,14:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,5.0,New York Dept. of Environmental Conservation
9227164,11/18/19,19:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,14.0,New York Dept. of Environmental Conservation
9227165,11/18/19,19:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,12.0,New York Dept. of Environmental Conservation
9227166,11/18/19,19:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,4.6,New York Dept. of Environmental Conservation
9227167,11/18/19,19:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,16.0,New York Dept. of Environmental Conservation
9227187,11/18/19,19:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,5.1,New York Dept. of Environmental Conservation
9227188,11/18/19,19:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,4.9,New York Dept. of Environmental Conservation
9227192,11/18/19,19:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,5.4,New York Dept. of Environmental Conservation
9227193,11/18/19,19:00,360610135,CCNY,-5.0,OZONE,PPB,19.0,New York Dept. of Environmental Conservation
9227194,11/18/19,19:00,360610135,CCNY,-5.0,PM2.5,UG/M3,4.1,New York Dept. of Environmental Conservation
9227203,11/18/19,19:00,360810124,Queens,-5.0,OZONE,PPB,12.0,New York Dept. of Environmental Conservation
9227204,11/18/19,19:00,360810124,Queens,-5.0,PM2.5,UG/M3,4.6,New York Dept. of Environmental Conservation
9227205,11/18/19,19:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,8.5,New York Dept. of Environmental Conservation
9227206,11/18/19,19:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,3.7,New York Dept. of Environmental Conservation
9242124,12/04/19,20:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,4.0,New York Dept. of Environmental Conservation
9242125,12/04/19,20:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,28.0,New York Dept. of Environmental Conservation
9242126,12/04/19,20:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,12.5,New York Dept. of Environmental Conservation
9242127,12/04/19,20:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,7.0,New York Dept. of Environmental Conservation
9242146,12/04/19,20:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,11.2,New York Dept. of Environmental Conservation
9242147,12/04/19,20:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,10.6,New York Dept. of Environmental Conservation
9242150,12/04/19,20:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,12.5,New York Dept. of Environmental Conservation
9242151,12/04/19,20:00,360610134,Division Street,-5.0,PM2.5,UG/M3,10.8,New York Dept. of Environmental Conservation
9242152,12/04/19,20:00,360610135,CCNY,-5.0,OZONE,PPB,4.0,New York Dept. of Environmental Conservation
9242153,12/04/19,20:00,360610135,CCNY,-5.0,PM2.5,UG/M3,9.9,New York Dept. of Environmental Conservation
9242161,12/04/19,20:00,360810124,Queens,-5.0,OZONE,PPB,4.0,New York Dept. of Environmental Conservation
9242162,12/04/19,20:00,360810124,Queens,-5.0,PM2.5,UG/M3,11.6,New York Dept. of Environmental Conservation
9242163,12/04/19,20:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,12.9,New York Dept. of Environmental Conservation
9242164,12/04/19,20:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,10.0,New York Dept. of Environmental Conservation
9257071,10/30/19,10:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,4.0,New York Dept. of Environmental Conservation
9257072,10/30/19,10:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,8.0,New York Dept. of Environmental Conservation
9257073,10/30/19,10:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,3.7,New York Dept. of Environmental Conservation
9257074,10/30/19,10:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,6.0,New York Dept. of Environmental Conservation
9257096,10/30/19,10:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,4.5,New York Dept. of Environmental Conservation
9257097,10/30/19,10:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,3.0,New York Dept. of Environmental Conservation
9257101,10/30/19,10:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,2.3,New York Dept. of Environmental Conservation
9257102,10/30/19,10:00,360610134,Division Street,-5.0,PM2.5,UG/M3,4.6,New York Dept. of Environmental Conservation
9257103,10/30/19,10:00,360610135,CCNY,-5.0,OZONE,PPB,5.0,New York Dept. of Environmental Conservation
9257104,10/30/19,10:00,360610135,CCNY,-5.0,PM2.5,UG/M3,2.0,New York Dept. of Environmental Conservation
9257113,10/30/19,10:00,360810124,Queens,-5.0,OZONE,PPB,14.0,New York Dept. of Environmental Conservation
9257114,10/30/19,10:00,360810124,Queens,-5.0,PM2.5,UG/M3,3.1,New York Dept. of Environmental Conservation
9257115,10/30/19,10:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,5.0,New York Dept. of Environmental Conservation
9257116,10/30/19,10:00,360850111,Fresh Kills,-5.0,OZONE,PPB,1.0,New York Dept. of Environmental Conservation
9257117,10/30/19,10:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,5.6,New York Dept. of Environmental Conservation
9272163,11/14/19,14:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,4.0,New York Dept. of Environmental Conservation
9272164,11/14/19,14:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,36.0,New York Dept. of Environmental Conservation
9272165,11/14/19,14:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,10.1,New York Dept. of Environmental Conservation
9272166,11/14/19,14:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,5.0,New York Dept. of Environmental Conservation
9272188,11/14/19,14:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,4.1,New York Dept. of Environmental Conservation
9272189,11/14/19,14:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,6.5,New York Dept. of Environmental Conservation
9272193,11/14/19,14:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,7.4,New York Dept. of Environmental Conservation
9272194,11/14/19,14:00,360610134,Division Street,-5.0,PM2.5,UG/M3,6.2,New York Dept. of Environmental Conservation
9272195,11/14/19,14:00,360610135,CCNY,-5.0,OZONE,PPB,7.0,New York Dept. of Environmental Conservation
9272196,11/14/19,14:00,360610135,CCNY,-5.0,PM2.5,UG/M3,7.1,New York Dept. of Environmental Conservation
9272205,11/14/19,14:00,360810124,Queens,-5.0,OZONE,PPB,10.0,New York Dept. of Environmental Conservation
9272206,11/14/19,14:00,360810124,Queens,-5.0,PM2.5,UG/M3,7.0,New York Dept. of Environmental Conservation
9272207,11/14/19,14:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,6.8,New York Dept. of Environmental Conservation
9272208,11/14/19,14:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,9.9,New York Dept. of Environmental Conservation
9287399,10/16/19,07:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,3.0,New York Dept. of Environmental Conservation
9287400,10/16/19,07:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,19.0,New York Dept. of Environmental Conservation
9287401,10/16/19,07:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,8.5,New York Dept. of Environmental Conservation
9287402,10/16/19,07:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,3.0,New York Dept. of Environmental Conservation
9287421,10/16/19,07:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,2.3,New York Dept. of Environmental Conservation
9287422,10/16/19,07:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,3.8,New York Dept. of Environmental Conservation
9287426,10/16/19,07:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,4.9,New York Dept. of Environmental Conservation
9287427,10/16/19,07:00,360610134,Division Street,-5.0,PM2.5,UG/M3,3.3,New York Dept. of Environmental Conservation
9287428,10/16/19,07:00,360610135,CCNY,-5.0,OZONE,PPB,4.0,New York Dept. of Environmental Conservation
9287429,10/16/19,07:00,360610135,CCNY,-5.0,PM2.5,UG/M3,5.1,New York Dept. of Environmental Conservation
9287437,10/16/19,07:00,360810124,Queens,-5.0,OZONE,PPB,17.0,New York Dept. of Environmental Conservation
9287438,10/16/19,07:00,360810124,Queens,-5.0,PM2.5,UG/M3,7.3,New York Dept. of Environmental Conservation
9287439,10/16/19,07:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,7.0,New York Dept. of Environmental Conservation
9287440,10/16/19,07:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,1.9,New York Dept. of Environmental Conservation
9294884,10/05/19,19:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,34.0,New York Dept. of Environmental Conservation
9294885,10/05/19,19:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,9.0,New York Dept. of Environmental Conservation
9294886,10/05/19,19:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,0.7,New York Dept. of Environmental Conservation
9294887,10/05/19,19:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,35.0,New York Dept. of Environmental Conservation
9294908,10/05/19,19:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,3.5,New York Dept. of Environmental Conservation
9294909,10/05/19,19:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,1.1,New York Dept. of Environmental Conservation
9294913,10/05/19,19:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,-0.6,New York Dept. of Environmental Conservation
9294914,10/05/19,19:00,360610134,Division Street,-5.0,PM2.5,UG/M3,2.9,New York Dept. of Environmental Conservation
9294915,10/05/19,19:00,360610135,CCNY,-5.0,OZONE,PPB,33.0,New York Dept. of Environmental Conservation
9294916,10/05/19,19:00,360610135,CCNY,-5.0,PM2.5,UG/M3,0.7,New York Dept. of Environmental Conservation
9294925,10/05/19,19:00,360810124,Queens,-5.0,OZONE,PPB,36.0,New York Dept. of Environmental Conservation
9294926,10/05/19,19:00,360810124,Queens,-5.0,PM2.5,UG/M3,0.8,New York Dept. of Environmental Conservation
9294927,10/05/19,19:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,0.9,New York Dept. of Environmental Conservation
9294928,10/05/19,19:00,360850111,Fresh Kills,-5.0,OZONE,PPB,36.0,New York Dept. of Environmental Conservation
9294929,10/05/19,19:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,0.2,New York Dept. of Environmental Conservation
9309695,12/08/19,05:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,19.0,New York Dept. of Environmental Conservation
9309696,12/08/19,05:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,9.0,New York Dept. of Environmental Conservation
9309697,12/08/19,05:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,6.1,New York Dept. of Environmental Conservation
9309698,12/08/19,05:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,21.0,New York Dept. of Environmental Conservation
9309719,12/08/19,05:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,4.5,New York Dept. of Environmental Conservation
9309720,12/08/19,05:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,5.8,New York Dept. of Environmental Conservation
9309724,12/08/19,05:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,5.8,New York Dept. of Environmental Conservation
9309725,12/08/19,05:00,360610134,Division Street,-5.0,PM2.5,UG/M3,4.2,New York Dept. of Environmental Conservation
9309726,12/08/19,05:00,360610135,CCNY,-5.0,OZONE,PPB,19.0,New York Dept. of Environmental Conservation
9309727,12/08/19,05:00,360610135,CCNY,-5.0,PM2.5,UG/M3,5.8,New York Dept. of Environmental Conservation
9309736,12/08/19,05:00,360810124,Queens,-5.0,OZONE,PPB,20.0,New York Dept. of Environmental Conservation
9309737,12/08/19,05:00,360810124,Queens,-5.0,PM2.5,UG/M3,4.6,New York Dept. of Environmental Conservation
9309738,12/08/19,05:00,360810125,Queens Near-road,-5.0,PM2.5,UG/M3,9.0,New York Dept. of Environmental Conservation
9309739,12/08/19,05:00,360850111,Fresh Kills,-5.0,PM2.5,UG/M3,6.6,New York Dept. of Environmental Conservation
9324534,11/14/19,00:00,360050110,Bronx - IS52,-5.0,OZONE,PPB,23.0,New York Dept. of Environmental Conservation
9324535,11/14/19,00:00,360050110,Bronx - IS52,-5.0,PM10,UG/M3,10.0,New York Dept. of Environmental Conservation
9324536,11/14/19,00:00,360050112,Bronx - IS74,-5.0,PM2.5,UG/M3,5.3,New York Dept. of Environmental Conservation
9324537,11/14/19,00:00,360050133,Pfizer Lab,-5.0,OZONE,PPB,25.0,New York Dept. of Environmental Conservation
9324559,11/14/19,00:00,360470052,Bklyn - PS 314,-5.0,PM2.5,UG/M3,4.9,New York Dept. of Environmental Conservation
9324560,11/14/19,00:00,360470118,Bklyn - PS274,-5.0,PM2.5,UG/M3,7.7,New York Dept. of Environmental Conservation
9324564,11/14/19,00:00,360610115,Manhattan/IS143,-5.0,PM2.5,UG/M3,5.4,New York Dept. of Environmental Conservation
9324565,11/14/19,00:00,360610134,Division Street,-5.0,PM2.5,UG/M3,4.3,New York Dept. of Environmental Conservation
9324566,11/14/19,00:00,360610135,CCNY,-5.0,OZONE,PPB,23.0,New York Dept. of Environmental Conservation
9324567,11/14/19,00:00,360610135,CCNY,-5.0,PM2.5,UG/M3,5.1,New York Dept. of Environmental Conservation
